buckets,startDay,endDay,microCeph,births,local,N_H,L_H
28,761,789,0,14931,parana,11163018,76.5
31,789,820,0,14100,parana,11163018,76.5
30,820,850,0,14323,parana,11163018,76.5
31,850,881,2,13375,parana,11163018,76.5
30,881,911,2,13350,parana,11163018,76.5
31,911,942,2,12870,parana,11163018,76.5
31,942,973,0,13057,parana,11163018,76.5
30,973,1003,0,12238,parana,11163018,76.5
31,1003,1034,1,12212,parana,11163018,76.5
30,1034,1064,3,13347,parana,11163018,76.5
31,1064,1095,1,13889,parana,11163018,76.5
31,1095,1126,2,13561,parana,11163018,76.5
28,1126,1154,2,14400,parana,11163018,76.5
31,1154,1185,0,13876,parana,11163018,76.5
30,1185,1215,2,13997,parana,11163018,76.5
31,1215,1246,0,12980,parana,11163018,76.5
30,1246,1276,2,12642,parana,11163018,76.5
31,1276,1307,3,12582,parana,11163018,76.5
31,1307,1338,2,12459,parana,11163018,76.5
30,1338,1368,1,11289,parana,11163018,76.5
31,1368,1399,1,10948,parana,11163018,76.5
30,1399,1429,1,11643,parana,11163018,76.5
31,365,396,1,3536,piaui,3204028,70.7
28,396,424,3,3955,piaui,3204028,70.7
31,424,455,0,4202,piaui,3204028,70.7
30,455,485,1,4221,piaui,3204028,70.7
31,485,516,0,3828,piaui,3204028,70.7
30,516,546,0,4051,piaui,3204028,70.7
31,546,577,1,4015,piaui,3204028,70.7
31,577,608,0,4411,piaui,3204028,70.7
30,608,638,0,4035,piaui,3204028,70.7
31,638,669,0,4032,piaui,3204028,70.7
30,669,699,0,3959,piaui,3204028,70.7
31,699,730,0,3956,piaui,3204028,70.7
31,730,761,0,3717,piaui,3204028,70.7
28,761,789,0,4271,piaui,3204028,70.7
31,789,820,1,4237,piaui,3204028,70.7
30,820,850,0,4265,piaui,3204028,70.7
31,850,881,0,4081,piaui,3204028,70.7
30,881,911,0,4100,piaui,3204028,70.7
31,911,942,1,4109,piaui,3204028,70.7
31,942,973,1,4449,piaui,3204028,70.7
30,973,1003,9,4256,piaui,3204028,70.7
31,1003,1034,20,3948,piaui,3204028,70.7
30,1034,1064,31,3878,piaui,3204028,70.7
31,1064,1095,15,3875,piaui,3204028,70.7
31,1095,1126,12,3787,piaui,3204028,70.7
28,1126,1154,2,4188,piaui,3204028,70.7
31,1154,1185,3,4153,piaui,3204028,70.7
30,1185,1215,2,4318,piaui,3204028,70.7
31,1215,1246,1,4075,piaui,3204028,70.7
30,1246,1276,1,4006,piaui,3204028,70.7
31,1276,1307,0,3837,piaui,3204028,70.7
31,1307,1338,1,3896,piaui,3204028,70.7
30,1338,1368,0,3741,piaui,3204028,70.7
31,1368,1399,0,3490,piaui,3204028,70.7
30,1399,1429,0,3223,piaui,3204028,70.7
31,365,396,2,19734,riodejaneiro,16550024,75.6
28,396,424,2,20651,riodejaneiro,16550024,75.6
31,424,455,1,20531,riodejaneiro,16550024,75.6
30,455,485,0,20813,riodejaneiro,16550024,75.6
31,485,516,1,19462,riodejaneiro,16550024,75.6
30,516,546,0,20274,riodejaneiro,16550024,75.6
31,546,577,0,18895,riodejaneiro,16550024,75.6
31,577,608,2,18787,riodejaneiro,16550024,75.6
30,608,638,1,17181,riodejaneiro,16550024,75.6
31,638,669,1,17476,riodejaneiro,16550024,75.6
30,669,699,0,19582,riodejaneiro,16550024,75.6
31,699,730,1,20548,riodejaneiro,16550024,75.6
31,730,761,0,19424,riodejaneiro,16550024,75.6
28,761,789,2,22164,riodejaneiro,16550024,75.6
31,789,820,0,20894,riodejaneiro,16550024,75.6
30,820,850,1,20991,riodejaneiro,16550024,75.6
31,850,881,2,19882,riodejaneiro,16550024,75.6
30,881,911,1,19864,riodejaneiro,16550024,75.6
31,911,942,1,19051,riodejaneiro,16550024,75.6
31,942,973,1,19121,riodejaneiro,16550024,75.6
30,973,1003,5,18164,riodejaneiro,16550024,75.6
31,1003,1034,8,17540,riodejaneiro,16550024,75.6
30,1034,1064,28,19387,riodejaneiro,16550024,75.6
31,1064,1095,33,19798,riodejaneiro,16550024,75.6
31,1095,1126,30,19332,riodejaneiro,16550024,75.6
28,1126,1154,14,21227,riodejaneiro,16550024,75.6
31,1154,1185,11,19993,riodejaneiro,16550024,75.6
30,1185,1215,14,20297,riodejaneiro,16550024,75.6
31,1215,1246,19,18929,riodejaneiro,16550024,75.6
30,1246,1276,26,18156,riodejaneiro,16550024,75.6
31,1276,1307,35,17238,riodejaneiro,16550024,75.6
31,1307,1338,23,16126,riodejaneiro,16550024,75.6
30,1338,1368,17,15753,riodejaneiro,16550024,75.6
31,1368,1399,5,14935,riodejaneiro,16550024,75.6
30,1399,1429,2,15821,riodejaneiro,16550024,75.6
31,365,396,0,3591,riograndedonorte,3442175,75.2
28,396,424,0,4062,riograndedonorte,3442175,75.2
31,424,455,0,4189,riograndedonorte,3442175,75.2
30,455,485,0,4405,riograndedonorte,3442175,75.2
31,485,516,0,4098,riograndedonorte,3442175,75.2
30,516,546,0,4249,riograndedonorte,3442175,75.2
31,546,577,0,3914,riograndedonorte,3442175,75.2
31,577,608,1,4154,riograndedonorte,3442175,75.2
30,608,638,0,4110,riograndedonorte,3442175,75.2
31,638,669,0,3608,riograndedonorte,3442175,75.2
30,669,699,0,3940,riograndedonorte,3442175,75.2
31,699,730,1,3938,riograndedonorte,3442175,75.2
31,730,761,0,3742,riograndedonorte,3442175,75.2
28,761,789,1,4478,riograndedonorte,3442175,75.2
31,789,820,0,4299,riograndedonorte,3442175,75.2
30,820,850,0,4432,riograndedonorte,3442175,75.2
31,850,881,0,4119,riograndedonorte,3442175,75.2
30,881,911,1,4311,riograndedonorte,3442175,75.2
31,911,942,1,4034,riograndedonorte,3442175,75.2
31,942,973,4,4207,riograndedonorte,3442175,75.2
30,973,1003,16,4099,riograndedonorte,3442175,75.2
31,1003,1034,32,3780,riograndedonorte,3442175,75.2
30,1034,1064,24,3729,riograndedonorte,3442175,75.2
31,1064,1095,20,3805,riograndedonorte,3442175,75.2
31,1095,1126,11,3642,riograndedonorte,3442175,75.2
28,1126,1154,3,4240,riograndedonorte,3442175,75.2
31,1154,1185,4,4154,riograndedonorte,3442175,75.2
30,1185,1215,2,4309,riograndedonorte,3442175,75.2
31,1215,1246,4,3486,riograndedonorte,3442175,75.2
30,1246,1276,1,3623,riograndedonorte,3442175,75.2
31,1276,1307,2,3686,riograndedonorte,3442175,75.2
31,1307,1338,1,3116,riograndedonorte,3442175,75.2
30,1338,1368,2,2863,riograndedonorte,3442175,75.2
31,1368,1399,1,2628,riograndedonorte,3442175,75.2
30,1399,1429,1,2998,riograndedonorte,3442175,75.2
31,365,396,0,11756,riograndedosul,11247972,77.2
28,396,424,0,13086,riograndedosul,11247972,77.2
31,424,455,0,12539,riograndedosul,11247972,77.2
30,455,485,0,12744,riograndedosul,11247972,77.2
31,485,516,2,11804,riograndedosul,11247972,77.2
30,516,546,1,12149,riograndedosul,11247972,77.2
31,546,577,0,11828,riograndedosul,11247972,77.2
31,577,608,0,11811,riograndedosul,11247972,77.2
30,608,638,1,10731,riograndedosul,11247972,77.2
31,638,669,1,10231,riograndedosul,11247972,77.2
30,669,699,1,12063,riograndedosul,11247972,77.2
31,699,730,0,12884,riograndedosul,11247972,77.2
31,730,761,0,12706,riograndedosul,11247972,77.2
28,761,789,0,14180,riograndedosul,11247972,77.2
31,789,820,2,12901,riograndedosul,11247972,77.2
30,820,850,2,13047,riograndedosul,11247972,77.2
31,850,881,3,12296,riograndedosul,11247972,77.2
30,881,911,1,12287,riograndedosul,11247972,77.2
31,911,942,2,11549,riograndedosul,11247972,77.2
31,942,973,0,11723,riograndedosul,11247972,77.2
30,973,1003,0,11454,riograndedosul,11247972,77.2
31,1003,1034,0,11205,riograndedosul,11247972,77.2
30,1034,1064,1,12134,riograndedosul,11247972,77.2
31,1064,1095,3,12712,riograndedosul,11247972,77.2
31,1095,1126,2,12361,riograndedosul,11247972,77.2
28,1126,1154,1,13294,riograndedosul,11247972,77.2
31,1154,1185,0,12132,riograndedosul,11247972,77.2
30,1185,1215,2,12411,riograndedosul,11247972,77.2
31,1215,1246,0,12123,riograndedosul,11247972,77.2
30,1246,1276,5,11956,riograndedosul,11247972,77.2
31,1276,1307,0,11796,riograndedosul,11247972,77.2
31,1307,1338,0,11045,riograndedosul,11247972,77.2
30,1338,1368,0,10423,riograndedosul,11247972,77.2
31,1368,1399,1,9925,riograndedosul,11247972,77.2
30,1399,1429,0,10716,riograndedosul,11247972,77.2
31,365,396,0,2032,rondonia,1768204,70.9
28,396,424,0,2323,rondonia,1768204,70.9
31,424,455,0,2346,rondonia,1768204,70.9
30,455,485,1,2400,rondonia,1768204,70.9
31,485,516,0,2258,rondonia,1768204,70.9
30,516,546,0,2410,rondonia,1768204,70.9
31,546,577,0,2287,rondonia,1768204,70.9
31,577,608,2,2294,rondonia,1768204,70.9
30,608,638,0,2426,rondonia,1768204,70.9
31,638,669,1,2359,rondonia,1768204,70.9
30,669,699,0,2208,rondonia,1768204,70.9
31,699,730,0,2237,rondonia,1768204,70.9
31,730,761,0,2087,rondonia,1768204,70.9
28,761,789,0,2338,rondonia,1768204,70.9
31,789,820,0,2376,rondonia,1768204,70.9
30,820,850,1,2462,rondonia,1768204,70.9
31,850,881,0,2238,rondonia,1768204,70.9
30,881,911,1,2262,rondonia,1768204,70.9
31,911,942,1,2371,rondonia,1768204,70.9
31,942,973,1,2448,rondonia,1768204,70.9
30,973,1003,1,2373,rondonia,1768204,70.9
31,1003,1034,3,2328,rondonia,1768204,70.9
30,1034,1064,2,2399,rondonia,1768204,70.9
31,1064,1095,0,2187,rondonia,1768204,70.9
31,1095,1126,0,2156,rondonia,1768204,70.9
28,1126,1154,0,2324,rondonia,1768204,70.9
31,1154,1185,1,2348,rondonia,1768204,70.9
30,1185,1215,3,2332,rondonia,1768204,70.9
31,1215,1246,1,2264,rondonia,1768204,70.9
30,1246,1276,8,2177,rondonia,1768204,70.9
31,1276,1307,6,2115,rondonia,1768204,70.9
31,1307,1338,2,2322,rondonia,1768204,70.9
30,1338,1368,4,2118,rondonia,1768204,70.9
31,1368,1399,1,1937,rondonia,1768204,70.9
30,1399,1429,1,1953,rondonia,1768204,70.9
31,365,396,0,858,roraima,505665,70.9
28,396,424,0,890,roraima,505665,70.9
31,424,455,0,856,roraima,505665,70.9
30,455,485,0,966,roraima,505665,70.9
31,485,516,0,880,roraima,505665,70.9
30,516,546,0,865,roraima,505665,70.9
31,546,577,0,912,roraima,505665,70.9
31,577,608,0,988,roraima,505665,70.9
30,608,638,0,985,roraima,505665,70.9
31,638,669,0,1063,roraima,505665,70.9
30,669,699,0,929,roraima,505665,70.9
31,699,730,1,996,roraima,505665,70.9
31,730,761,0,873,roraima,505665,70.9
28,761,789,0,961,roraima,505665,70.9
31,789,820,0,904,roraima,505665,70.9
30,820,850,0,971,roraima,505665,70.9
31,850,881,0,930,roraima,505665,70.9
30,881,911,0,955,roraima,505665,70.9
31,911,942,0,898,roraima,505665,70.9
31,942,973,0,1022,roraima,505665,70.9
30,973,1003,0,1045,roraima,505665,70.9
31,1003,1034,0,931,roraima,505665,70.9
30,1034,1064,0,924,roraima,505665,70.9
31,1064,1095,1,1005,roraima,505665,70.9
31,1095,1126,3,916,roraima,505665,70.9
28,1126,1154,1,947,roraima,505665,70.9
31,1154,1185,3,841,roraima,505665,70.9
30,1185,1215,1,907,roraima,505665,70.9
31,1215,1246,0,823,roraima,505665,70.9
30,1246,1276,0,836,roraima,505665,70.9
31,1276,1307,1,914,roraima,505665,70.9
31,1307,1338,1,958,roraima,505665,70.9
30,1338,1368,0,975,roraima,505665,70.9
31,1368,1399,2,891,roraima,505665,70.9
30,1399,1429,2,907,roraima,505665,70.9
31,365,396,0,7678,santacatarina,6819190,78.4
28,396,424,0,8210,santacatarina,6819190,78.4
31,424,455,0,8239,santacatarina,6819190,78.4
30,455,485,0,8303,santacatarina,6819190,78.4
31,485,516,0,7760,santacatarina,6819190,78.4
30,516,546,1,8080,santacatarina,6819190,78.4
31,546,577,0,7744,santacatarina,6819190,78.4
31,577,608,0,7725,santacatarina,6819190,78.4
30,608,638,0,6842,santacatarina,6819190,78.4
31,638,669,0,6502,santacatarina,6819190,78.4
30,669,699,0,7493,santacatarina,6819190,78.4
31,699,730,1,8268,santacatarina,6819190,78.4
31,730,761,1,7887,santacatarina,6819190,78.4
28,761,789,0,9093,santacatarina,6819190,78.4
31,789,820,0,8431,santacatarina,6819190,78.4
30,820,850,2,8674,santacatarina,6819190,78.4
31,850,881,0,8204,santacatarina,6819190,78.4
30,881,911,1,8246,santacatarina,6819190,78.4
31,911,942,0,7917,santacatarina,6819190,78.4
31,942,973,0,7931,santacatarina,6819190,78.4
30,973,1003,0,7500,santacatarina,6819190,78.4
31,1003,1034,2,7207,santacatarina,6819190,78.4
30,1034,1064,2,7857,santacatarina,6819190,78.4
31,1064,1095,1,8379,santacatarina,6819190,78.4
31,1095,1126,0,8305,santacatarina,6819190,78.4
28,1126,1154,1,8842,santacatarina,6819190,78.4
31,1154,1185,1,8486,santacatarina,6819190,78.4
30,1185,1215,0,8610,santacatarina,6819190,78.4
31,1215,1246,1,8100,santacatarina,6819190,78.4
30,1246,1276,1,8183,santacatarina,6819190,78.4
31,1276,1307,0,7801,santacatarina,6819190,78.4
31,1307,1338,2,7522,santacatarina,6819190,78.4
30,1338,1368,0,7009,santacatarina,6819190,78.4
31,1368,1399,1,6772,santacatarina,6819190,78.4
30,1399,1429,1,6909,santacatarina,6819190,78.4
31,365,396,3,51602,saopaulo,44396484,77.5
28,396,424,1,55844,saopaulo,44396484,77.5
31,424,455,3,55285,saopaulo,44396484,77.5
30,455,485,1,56264,saopaulo,44396484,77.5
31,485,516,3,52500,saopaulo,44396484,77.5
30,516,546,4,53836,saopaulo,44396484,77.5
31,546,577,5,50333,saopaulo,44396484,77.5
31,577,608,11,50703,saopaulo,44396484,77.5
30,608,638,3,47636,saopaulo,44396484,77.5
31,638,669,1,46370,saopaulo,44396484,77.5
30,669,699,4,51651,saopaulo,44396484,77.5
31,699,730,7,54492,saopaulo,44396484,77.5
31,730,761,4,52354,saopaulo,44396484,77.5
28,761,789,2,60084,saopaulo,44396484,77.5
31,789,820,4,56055,saopaulo,44396484,77.5
30,820,850,3,57383,saopaulo,44396484,77.5
31,850,881,3,53166,saopaulo,44396484,77.5
30,881,911,5,52505,saopaulo,44396484,77.5
31,911,942,8,50431,saopaulo,44396484,77.5
31,942,973,8,51609,saopaulo,44396484,77.5
30,973,1003,11,47232,saopaulo,44396484,77.5
31,1003,1034,49,46669,saopaulo,44396484,77.5
30,1034,1064,69,51320,saopaulo,44396484,77.5
31,1064,1095,49,52947,saopaulo,44396484,77.5
31,1095,1126,56,51558,saopaulo,44396484,77.5
28,1126,1154,50,57631,saopaulo,44396484,77.5
31,1154,1185,27,54565,saopaulo,44396484,77.5
30,1185,1215,20,55100,saopaulo,44396484,77.5
31,1215,1246,19,51560,saopaulo,44396484,77.5
30,1246,1276,26,49303,saopaulo,44396484,77.5
31,1276,1307,40,47570,saopaulo,44396484,77.5
31,1307,1338,36,46765,saopaulo,44396484,77.5
30,1338,1368,30,44327,saopaulo,44396484,77.5
31,1368,1399,32,42053,saopaulo,44396484,77.5
30,1399,1429,33,45762,saopaulo,44396484,77.5
31,365,396,0,2655,sergipe,2242937,72.1
28,396,424,0,2990,sergipe,2242937,72.1
31,424,455,1,2999,sergipe,2242937,72.1
30,455,485,0,3222,sergipe,2242937,72.1
31,485,516,0,2993,sergipe,2242937,72.1
30,516,546,1,3013,sergipe,2242937,72.1
31,546,577,0,2955,sergipe,2242937,72.1
31,577,608,0,2806,sergipe,2242937,72.1
30,608,638,0,2649,sergipe,2242937,72.1
31,638,669,0,2752,sergipe,2242937,72.1
30,669,699,0,2599,sergipe,2242937,72.1
31,699,730,0,2778,sergipe,2242937,72.1
31,730,761,0,2722,sergipe,2242937,72.1
28,761,789,0,3256,sergipe,2242937,72.1
31,789,820,0,3187,sergipe,2242937,72.1
30,820,850,0,3369,sergipe,2242937,72.1
31,850,881,1,3039,sergipe,2242937,72.1
30,881,911,0,2960,sergipe,2242937,72.1
31,911,942,3,2854,sergipe,2242937,72.1
31,942,973,3,2921,sergipe,2242937,72.1
30,973,1003,21,2823,sergipe,2242937,72.1
31,1003,1034,23,2482,sergipe,2242937,72.1
30,1034,1064,30,2525,sergipe,2242937,72.1
31,1064,1095,17,2601,sergipe,2242937,72.1
31,1095,1126,17,2522,sergipe,2242937,72.1
28,1126,1154,1,3081,sergipe,2242937,72.1
31,1154,1185,4,3057,sergipe,2242937,72.1
30,1185,1215,1,3186,sergipe,2242937,72.1
31,1215,1246,2,2977,sergipe,2242937,72.1
30,1246,1276,4,2847,sergipe,2242937,72.1
31,1276,1307,0,2600,sergipe,2242937,72.1
31,1307,1338,3,2372,sergipe,2242937,72.1
30,1338,1368,1,2381,sergipe,2242937,72.1
31,1368,1399,0,2249,sergipe,2242937,72.1
30,1399,1429,0,2192,sergipe,2242937,72.1
31,365,396,0,1840,tocantins,1515126,72.8
28,396,424,0,2076,tocantins,1515126,72.8
31,424,455,0,2207,tocantins,1515126,72.8
30,455,485,0,2174,tocantins,1515126,72.8
31,485,516,0,2061,tocantins,1515126,72.8
30,516,546,0,2188,tocantins,1515126,72.8
31,546,577,0,2165,tocantins,1515126,72.8
31,577,608,0,2195,tocantins,1515126,72.8
30,608,638,0,2118,tocantins,1515126,72.8
31,638,669,0,2010,tocantins,1515126,72.8
30,669,699,0,2021,tocantins,1515126,72.8
31,699,730,0,2000,tocantins,1515126,72.8
31,730,761,0,1832,tocantins,1515126,72.8
28,761,789,0,2216,tocantins,1515126,72.8
31,789,820,0,2196,tocantins,1515126,72.8
30,820,850,0,2250,tocantins,1515126,72.8
31,850,881,0,2104,tocantins,1515126,72.8
30,881,911,0,2091,tocantins,1515126,72.8
31,911,942,0,2110,tocantins,1515126,72.8
31,942,973,0,2255,tocantins,1515126,72.8
30,973,1003,0,2066,tocantins,1515126,72.8
31,1003,1034,12,1966,tocantins,1515126,72.8
30,1034,1064,11,2009,tocantins,1515126,72.8
31,1064,1095,5,1888,tocantins,1515126,72.8
31,1095,1126,3,1911,tocantins,1515126,72.8
28,1126,1154,0,2121,tocantins,1515126,72.8
31,1154,1185,3,2161,tocantins,1515126,72.8
30,1185,1215,1,2185,tocantins,1515126,72.8
31,1215,1246,0,2072,tocantins,1515126,72.8
30,1246,1276,2,2002,tocantins,1515126,72.8
31,1276,1307,4,1993,tocantins,1515126,72.8
31,1307,1338,3,1961,tocantins,1515126,72.8
30,1338,1368,2,1966,tocantins,1515126,72.8
31,1368,1399,1,1799,tocantins,1515126,72.8
30,1399,1429,0,1737,tocantins,1515126,72.8
