startDay,endDay,buckets,inc,N_H,L_H,local
768,775,7,0,16550024,75.6,riodejaneiro
775,782,7,0,16550024,75.6,riodejaneiro
782,789,7,0,16550024,75.6,riodejaneiro
789,796,7,0,16550024,75.6,riodejaneiro
796,803,7,0,16550024,75.6,riodejaneiro
803,810,7,0,16550024,75.6,riodejaneiro
810,817,7,0,16550024,75.6,riodejaneiro
817,824,7,0,16550024,75.6,riodejaneiro
824,831,7,0,16550024,75.6,riodejaneiro
831,838,7,1,16550024,75.6,riodejaneiro
838,845,7,1,16550024,75.6,riodejaneiro
845,852,7,3,16550024,75.6,riodejaneiro
852,859,7,2,16550024,75.6,riodejaneiro
859,866,7,2,16550024,75.6,riodejaneiro
866,873,7,17,16550024,75.6,riodejaneiro
873,880,7,13,16550024,75.6,riodejaneiro
880,887,7,18,16550024,75.6,riodejaneiro
887,894,7,42,16550024,75.6,riodejaneiro
894,901,7,24,16550024,75.6,riodejaneiro
901,908,7,17,16550024,75.6,riodejaneiro
908,915,7,19,16550024,75.6,riodejaneiro
915,922,7,20,16550024,75.6,riodejaneiro
922,929,7,5,16550024,75.6,riodejaneiro
929,936,7,9,16550024,75.6,riodejaneiro
936,943,7,12,16550024,75.6,riodejaneiro
943,950,7,26,16550024,75.6,riodejaneiro
950,957,7,6,16550024,75.6,riodejaneiro
957,964,7,3,16550024,75.6,riodejaneiro
964,971,7,6,16550024,75.6,riodejaneiro
971,978,7,14,16550024,75.6,riodejaneiro
978,985,7,1,16550024,75.6,riodejaneiro
985,992,7,1,16550024,75.6,riodejaneiro
992,999,7,15,16550024,75.6,riodejaneiro
999,1006,7,10,16550024,75.6,riodejaneiro
1006,1013,7,9,16550024,75.6,riodejaneiro
1013,1020,7,16,16550024,75.6,riodejaneiro
1020,1027,7,14,16550024,75.6,riodejaneiro
1027,1034,7,18,16550024,75.6,riodejaneiro
1034,1041,7,8,16550024,75.6,riodejaneiro
1041,1048,7,12,16550024,75.6,riodejaneiro
1048,1055,7,26,16550024,75.6,riodejaneiro
1055,1062,7,21,16550024,75.6,riodejaneiro
1062,1069,7,1,16550024,75.6,riodejaneiro
1069,1076,7,0,16550024,75.6,riodejaneiro
733,740,7,2,3442175,75.2,riograndedonorte
740,747,7,0,3442175,75.2,riograndedonorte
747,754,7,0,3442175,75.2,riograndedonorte
754,761,7,0,3442175,75.2,riograndedonorte
761,768,7,2,3442175,75.2,riograndedonorte
768,775,7,3,3442175,75.2,riograndedonorte
775,782,7,0,3442175,75.2,riograndedonorte
782,789,7,1,3442175,75.2,riograndedonorte
789,796,7,0,3442175,75.2,riograndedonorte
796,803,7,10,3442175,75.2,riograndedonorte
803,810,7,7,3442175,75.2,riograndedonorte
810,817,7,6,3442175,75.2,riograndedonorte
817,824,7,3,3442175,75.2,riograndedonorte
824,831,7,3,3442175,75.2,riograndedonorte
831,838,7,4,3442175,75.2,riograndedonorte
838,845,7,2,3442175,75.2,riograndedonorte
845,852,7,1,3442175,75.2,riograndedonorte
852,859,7,2,3442175,75.2,riograndedonorte
859,866,7,6,3442175,75.2,riograndedonorte
866,873,7,10,3442175,75.2,riograndedonorte
873,880,7,19,3442175,75.2,riograndedonorte
880,887,7,14,3442175,75.2,riograndedonorte
887,894,7,19,3442175,75.2,riograndedonorte
894,901,7,21,3442175,75.2,riograndedonorte
901,908,7,14,3442175,75.2,riograndedonorte
908,915,7,11,3442175,75.2,riograndedonorte
915,922,7,30,3442175,75.2,riograndedonorte
922,929,7,24,3442175,75.2,riograndedonorte
929,936,7,14,3442175,75.2,riograndedonorte
936,943,7,13,3442175,75.2,riograndedonorte
943,950,7,7,3442175,75.2,riograndedonorte
950,957,7,2,3442175,75.2,riograndedonorte
957,964,7,4,3442175,75.2,riograndedonorte
964,971,7,2,3442175,75.2,riograndedonorte
971,978,7,1,3442175,75.2,riograndedonorte
978,985,7,0,3442175,75.2,riograndedonorte
985,992,7,0,3442175,75.2,riograndedonorte
992,999,7,0,3442175,75.2,riograndedonorte
999,1006,7,1,3442175,75.2,riograndedonorte
1006,1013,7,0,3442175,75.2,riograndedonorte
1013,1020,7,0,3442175,75.2,riograndedonorte
1020,1027,7,0,3442175,75.2,riograndedonorte
1027,1034,7,1,3442175,75.2,riograndedonorte
1034,1041,7,0,3442175,75.2,riograndedonorte
1041,1048,7,0,3442175,75.2,riograndedonorte
1048,1055,7,1,3442175,75.2,riograndedonorte
1055,1062,7,4,3442175,75.2,riograndedonorte
1062,1069,7,0,3442175,75.2,riograndedonorte
1069,1076,7,0,3442175,75.2,riograndedonorte
733,740,7,0,1768204,70.9,rondonia
740,747,7,0,1768204,70.9,rondonia
747,754,7,0,1768204,70.9,rondonia
754,761,7,0,1768204,70.9,rondonia
761,768,7,0,1768204,70.9,rondonia
768,775,7,0,1768204,70.9,rondonia
775,782,7,0,1768204,70.9,rondonia
782,789,7,0,1768204,70.9,rondonia
789,796,7,0,1768204,70.9,rondonia
796,803,7,0,1768204,70.9,rondonia
803,810,7,0,1768204,70.9,rondonia
810,817,7,0,1768204,70.9,rondonia
817,824,7,0,1768204,70.9,rondonia
824,831,7,0,1768204,70.9,rondonia
831,838,7,0,1768204,70.9,rondonia
838,845,7,0,1768204,70.9,rondonia
845,852,7,0,1768204,70.9,rondonia
852,859,7,0,1768204,70.9,rondonia
859,866,7,0,1768204,70.9,rondonia
866,873,7,0,1768204,70.9,rondonia
873,880,7,0,1768204,70.9,rondonia
880,887,7,0,1768204,70.9,rondonia
887,894,7,0,1768204,70.9,rondonia
894,901,7,0,1768204,70.9,rondonia
901,908,7,0,1768204,70.9,rondonia
908,915,7,0,1768204,70.9,rondonia
915,922,7,0,1768204,70.9,rondonia
922,929,7,1,1768204,70.9,rondonia
929,936,7,0,1768204,70.9,rondonia
936,943,7,0,1768204,70.9,rondonia
943,950,7,0,1768204,70.9,rondonia
950,957,7,1,1768204,70.9,rondonia
957,964,7,0,1768204,70.9,rondonia
964,971,7,0,1768204,70.9,rondonia
971,978,7,0,1768204,70.9,rondonia
978,985,7,0,1768204,70.9,rondonia
985,992,7,0,1768204,70.9,rondonia
992,999,7,0,1768204,70.9,rondonia
999,1006,7,0,1768204,70.9,rondonia
1006,1013,7,0,1768204,70.9,rondonia
1013,1020,7,0,1768204,70.9,rondonia
1020,1027,7,0,1768204,70.9,rondonia
1027,1034,7,0,1768204,70.9,rondonia
1034,1041,7,0,1768204,70.9,rondonia
1041,1048,7,0,1768204,70.9,rondonia
1048,1055,7,3,1768204,70.9,rondonia
1055,1062,7,0,1768204,70.9,rondonia
1062,1069,7,2,1768204,70.9,rondonia
1069,1076,7,0,1768204,70.9,rondonia
733,740,7,0,505665,70.9,roraima
740,747,7,0,505665,70.9,roraima
747,754,7,0,505665,70.9,roraima
754,761,7,0,505665,70.9,roraima
761,768,7,0,505665,70.9,roraima
768,775,7,0,505665,70.9,roraima
775,782,7,0,505665,70.9,roraima
782,789,7,0,505665,70.9,roraima
789,796,7,0,505665,70.9,roraima
796,803,7,0,505665,70.9,roraima
803,810,7,0,505665,70.9,roraima
810,817,7,0,505665,70.9,roraima
817,824,7,0,505665,70.9,roraima
824,831,7,0,505665,70.9,roraima
831,838,7,0,505665,70.9,roraima
838,845,7,0,505665,70.9,roraima
845,852,7,0,505665,70.9,roraima
852,859,7,0,505665,70.9,roraima
859,866,7,0,505665,70.9,roraima
866,873,7,1,505665,70.9,roraima
873,880,7,0,505665,70.9,roraima
880,887,7,0,505665,70.9,roraima
887,894,7,0,505665,70.9,roraima
894,901,7,0,505665,70.9,roraima
901,908,7,0,505665,70.9,roraima
908,915,7,0,505665,70.9,roraima
915,922,7,0,505665,70.9,roraima
922,929,7,0,505665,70.9,roraima
929,936,7,1,505665,70.9,roraima
936,943,7,0,505665,70.9,roraima
943,950,7,0,505665,70.9,roraima
950,957,7,2,505665,70.9,roraima
957,964,7,1,505665,70.9,roraima
964,971,7,1,505665,70.9,roraima
971,978,7,2,505665,70.9,roraima
978,985,7,10,505665,70.9,roraima
985,992,7,2,505665,70.9,roraima
992,999,7,1,505665,70.9,roraima
999,1006,7,0,505665,70.9,roraima
1006,1013,7,0,505665,70.9,roraima
1013,1020,7,0,505665,70.9,roraima
1020,1027,7,0,505665,70.9,roraima
1027,1034,7,0,505665,70.9,roraima
1034,1041,7,0,505665,70.9,roraima
1041,1048,7,0,505665,70.9,roraima
1048,1055,7,0,505665,70.9,roraima
1055,1062,7,0,505665,70.9,roraima
1062,1069,7,0,505665,70.9,roraima
1069,1076,7,0,505665,70.9,roraima
733,740,7,0,11247972,78.9,riograndedosul
740,747,7,0,11247972,78.9,riograndedosul
747,754,7,0,11247972,78.9,riograndedosul
754,761,7,0,11247972,78.9,riograndedosul
761,768,7,0,11247972,78.9,riograndedosul
768,775,7,0,11247972,78.9,riograndedosul
775,782,7,0,11247972,78.9,riograndedosul
782,789,7,0,11247972,78.9,riograndedosul
789,796,7,0,11247972,78.9,riograndedosul
796,803,7,0,11247972,78.9,riograndedosul
803,810,7,0,11247972,78.9,riograndedosul
810,817,7,0,11247972,78.9,riograndedosul
817,824,7,0,11247972,78.9,riograndedosul
824,831,7,0,11247972,78.9,riograndedosul
831,838,7,0,11247972,78.9,riograndedosul
838,845,7,0,11247972,78.9,riograndedosul
845,852,7,0,11247972,78.9,riograndedosul
852,859,7,0,11247972,78.9,riograndedosul
859,866,7,1,11247972,78.9,riograndedosul
866,873,7,1,11247972,78.9,riograndedosul
873,880,7,0,11247972,78.9,riograndedosul
880,887,7,0,11247972,78.9,riograndedosul
887,894,7,0,11247972,78.9,riograndedosul
894,901,7,1,11247972,78.9,riograndedosul
901,908,7,0,11247972,78.9,riograndedosul
908,915,7,0,11247972,78.9,riograndedosul
915,922,7,0,11247972,78.9,riograndedosul
922,929,7,0,11247972,78.9,riograndedosul
929,936,7,0,11247972,78.9,riograndedosul
936,943,7,1,11247972,78.9,riograndedosul
943,950,7,0,11247972,78.9,riograndedosul
950,957,7,0,11247972,78.9,riograndedosul
957,964,7,0,11247972,78.9,riograndedosul
964,971,7,0,11247972,78.9,riograndedosul
971,978,7,0,11247972,78.9,riograndedosul
978,985,7,0,11247972,78.9,riograndedosul
985,992,7,0,11247972,78.9,riograndedosul
992,999,7,0,11247972,78.9,riograndedosul
999,1006,7,0,11247972,78.9,riograndedosul
1006,1013,7,0,11247972,78.9,riograndedosul
1013,1020,7,0,11247972,78.9,riograndedosul
1020,1027,7,0,11247972,78.9,riograndedosul
1027,1034,7,0,11247972,78.9,riograndedosul
1034,1041,7,0,11247972,78.9,riograndedosul
1041,1048,7,0,11247972,78.9,riograndedosul
1048,1055,7,0,11247972,78.9,riograndedosul
1055,1062,7,1,11247972,78.9,riograndedosul
1062,1069,7,0,11247972,78.9,riograndedosul
1069,1076,7,0,11247972,78.9,riograndedosul
733,740,7,0,2242937,72.1,sergipe
740,747,7,0,2242937,72.1,sergipe
747,754,7,0,2242937,72.1,sergipe
754,761,7,0,2242937,72.1,sergipe
761,768,7,0,2242937,72.1,sergipe
768,775,7,0,2242937,72.1,sergipe
775,782,7,0,2242937,72.1,sergipe
782,789,7,0,2242937,72.1,sergipe
789,796,7,0,2242937,72.1,sergipe
796,803,7,0,2242937,72.1,sergipe
803,810,7,0,2242937,72.1,sergipe
810,817,7,0,2242937,72.1,sergipe
817,824,7,0,2242937,72.1,sergipe
824,831,7,0,2242937,72.1,sergipe
831,838,7,0,2242937,72.1,sergipe
838,845,7,0,2242937,72.1,sergipe
845,852,7,0,2242937,72.1,sergipe
852,859,7,0,2242937,72.1,sergipe
859,866,7,1,2242937,72.1,sergipe
866,873,7,0,2242937,72.1,sergipe
873,880,7,0,2242937,72.1,sergipe
880,887,7,0,2242937,72.1,sergipe
887,894,7,0,2242937,72.1,sergipe
894,901,7,0,2242937,72.1,sergipe
901,908,7,0,2242937,72.1,sergipe
908,915,7,0,2242937,72.1,sergipe
915,922,7,1,2242937,72.1,sergipe
922,929,7,0,2242937,72.1,sergipe
929,936,7,0,2242937,72.1,sergipe
936,943,7,0,2242937,72.1,sergipe
943,950,7,0,2242937,72.1,sergipe
950,957,7,0,2242937,72.1,sergipe
957,964,7,0,2242937,72.1,sergipe
964,971,7,0,2242937,72.1,sergipe
971,978,7,0,2242937,72.1,sergipe
978,985,7,1,2242937,72.1,sergipe
985,992,7,0,2242937,72.1,sergipe
992,999,7,0,2242937,72.1,sergipe
999,1006,7,0,2242937,72.1,sergipe
1006,1013,7,7,2242937,72.1,sergipe
1013,1020,7,1,2242937,72.1,sergipe
1020,1027,7,1,2242937,72.1,sergipe
1027,1034,7,3,2242937,72.1,sergipe
1034,1041,7,0,2242937,72.1,sergipe
1041,1048,7,0,2242937,72.1,sergipe
1048,1055,7,1,2242937,72.1,sergipe
1055,1062,7,1,2242937,72.1,sergipe
1062,1069,7,5,2242937,72.1,sergipe
1069,1076,7,1,2242937,72.1,sergipe
733,740,7,0,44396484,77.5,saopaulo
740,747,7,0,44396484,77.5,saopaulo
747,754,7,0,44396484,77.5,saopaulo
754,761,7,0,44396484,77.5,saopaulo
761,768,7,0,44396484,77.5,saopaulo
768,775,7,0,44396484,77.5,saopaulo
775,782,7,0,44396484,77.5,saopaulo
782,789,7,0,44396484,77.5,saopaulo
789,796,7,0,44396484,77.5,saopaulo
796,803,7,0,44396484,77.5,saopaulo
803,810,7,0,44396484,77.5,saopaulo
810,817,7,0,44396484,77.5,saopaulo
817,824,7,0,44396484,77.5,saopaulo
824,831,7,0,44396484,77.5,saopaulo
831,838,7,1,44396484,77.5,saopaulo
838,845,7,0,44396484,77.5,saopaulo
845,852,7,2,44396484,77.5,saopaulo
852,859,7,2,44396484,77.5,saopaulo
859,866,7,8,44396484,77.5,saopaulo
866,873,7,4,44396484,77.5,saopaulo
873,880,7,2,44396484,77.5,saopaulo
880,887,7,6,44396484,77.5,saopaulo
887,894,7,4,44396484,77.5,saopaulo
894,901,7,4,44396484,77.5,saopaulo
901,908,7,3,44396484,77.5,saopaulo
908,915,7,10,44396484,77.5,saopaulo
915,922,7,7,44396484,77.5,saopaulo
922,929,7,4,44396484,77.5,saopaulo
929,936,7,7,44396484,77.5,saopaulo
936,943,7,3,44396484,77.5,saopaulo
943,950,7,1,44396484,77.5,saopaulo
950,957,7,1,44396484,77.5,saopaulo
957,964,7,0,44396484,77.5,saopaulo
964,971,7,0,44396484,77.5,saopaulo
971,978,7,2,44396484,77.5,saopaulo
978,985,7,1,44396484,77.5,saopaulo
985,992,7,1,44396484,77.5,saopaulo
992,999,7,2,44396484,77.5,saopaulo
999,1006,7,0,44396484,77.5,saopaulo
1006,1013,7,1,44396484,77.5,saopaulo
1013,1020,7,5,44396484,77.5,saopaulo
1020,1027,7,2,44396484,77.5,saopaulo
1027,1034,7,0,44396484,77.5,saopaulo
1034,1041,7,1,44396484,77.5,saopaulo
1041,1048,7,1,44396484,77.5,saopaulo
1048,1055,7,2,44396484,77.5,saopaulo
1055,1062,7,1,44396484,77.5,saopaulo
1062,1069,7,0,44396484,77.5,saopaulo
1069,1076,7,0,44396484,77.5,saopaulo
733,740,7,0,1515126,72.8,tocantins
740,747,7,0,1515126,72.8,tocantins
747,754,7,0,1515126,72.8,tocantins
754,761,7,0,1515126,72.8,tocantins
761,768,7,0,1515126,72.8,tocantins
768,775,7,0,1515126,72.8,tocantins
775,782,7,0,1515126,72.8,tocantins
782,789,7,0,1515126,72.8,tocantins
789,796,7,0,1515126,72.8,tocantins
796,803,7,0,1515126,72.8,tocantins
803,810,7,0,1515126,72.8,tocantins
810,817,7,0,1515126,72.8,tocantins
817,824,7,1,1515126,72.8,tocantins
824,831,7,0,1515126,72.8,tocantins
831,838,7,0,1515126,72.8,tocantins
838,845,7,0,1515126,72.8,tocantins
845,852,7,0,1515126,72.8,tocantins
852,859,7,0,1515126,72.8,tocantins
859,866,7,0,1515126,72.8,tocantins
866,873,7,0,1515126,72.8,tocantins
873,880,7,0,1515126,72.8,tocantins
880,887,7,0,1515126,72.8,tocantins
887,894,7,0,1515126,72.8,tocantins
894,901,7,3,1515126,72.8,tocantins
901,908,7,1,1515126,72.8,tocantins
908,915,7,1,1515126,72.8,tocantins
915,922,7,1,1515126,72.8,tocantins
922,929,7,0,1515126,72.8,tocantins
929,936,7,3,1515126,72.8,tocantins
936,943,7,0,1515126,72.8,tocantins
943,950,7,2,1515126,72.8,tocantins
950,957,7,0,1515126,72.8,tocantins
957,964,7,0,1515126,72.8,tocantins
964,971,7,1,1515126,72.8,tocantins
971,978,7,2,1515126,72.8,tocantins
978,985,7,0,1515126,72.8,tocantins
985,992,7,0,1515126,72.8,tocantins
992,999,7,1,1515126,72.8,tocantins
999,1006,7,1,1515126,72.8,tocantins
1006,1013,7,0,1515126,72.8,tocantins
1013,1020,7,0,1515126,72.8,tocantins
1020,1027,7,0,1515126,72.8,tocantins
1027,1034,7,0,1515126,72.8,tocantins
1034,1041,7,2,1515126,72.8,tocantins
1041,1048,7,0,1515126,72.8,tocantins
1048,1055,7,4,1515126,72.8,tocantins
1055,1062,7,15,1515126,72.8,tocantins
1062,1069,7,6,1515126,72.8,tocantins
1069,1076,7,1,1515126,72.8,tocantins
